Barcode,Genotype,Assay Date,Experimenter,Flow Cytometer,Total Events (RBC),NCE,RETs_CD71postive,Per_RETs,Mn-RET,Mn_NCE,Per_MN-NCE
M00303390,Ppp5c/Ppp5c,2009-11-11,RV,FC500,1.68E+05,1.64E+05,4121,2.51,75,381,0.23
M00303392,Ppp5c/Ppp5c,2009-11-11,RV,FC500,1.67E+05,1.62E+05,4694,2.9,55,412,0.25
M00303389,Ppp5c/Ppp5c,2009-11-11,RV,FC500,1.64E+05,1.57E+05,5547,3.52,110,433,0.27
M00303388,Ppp5c/Ppp5c,2009-11-11,RV,FC500,1.53E+05,1.26E+05,4921,3.91,283,371,0.29
M00301266,Prkcz/Prkcz,2009-11-11,RV,FC500,1.69E+05,1.64E+05,4211,2.56,26,290,0.18
M00301265,Prkcz/Prkcz,2009-11-11,RV,FC500,1.60E+05,1.56E+05,3516,2.26,37,301,0.19
M00301268,Prkcz/Prkcz,2009-11-11,RV,FC500,1.61E+05,1.57E+05,3671,2.34,33,319,0.2
M00301267,Prkcz/Prkcz,2009-11-11,RV,FC500,1.68E+05,1.63E+05,4665,2.86,50,341,0.21
M00301264,Prkcz/Prkcz,2009-11-11,RV,FC500,1.70E+05,1.66E+05,3717,2.24,32,361,0.22
M00296818,Rtf1/+,2009-11-11,RV,FC500,1.71E+05,1.61E+05,8642,5.35,45,399,0.25
M00296816,Rtf1/+,2009-11-11,RV,FC500,1.66E+05,1.53E+05,12603,8.22,52,385,0.25
M00296798,Rtf1/+,2009-11-11,RV,FC500,1.71E+05,1.66E+05,5337,3.22,50,443,0.27
M00296804,Rtf1/+,2009-11-11,RV,FC500,1.75E+05,1.71E+05,3699,2.17,21,362,0.21
M00296806,Rtf1/+,2009-11-11,RV,FC500,1.72E+05,1.68E+05,3993,2.38,26,417,0.25
M00298425,Sec24a/Sec24a,2009-11-11,RV,FC500,1.65E+05,1.61E+05,3573,2.22,31,395,0.24
M00298427,Sec24a/Sec24a,2009-11-11,RV,FC500,1.76E+05,1.71E+05,4657,2.73,37,425,0.25
M00298426,Sec24a/Sec24a,2009-11-11,RV,FC500,1.72E+05,1.68E+05,4261,2.54,49,419,0.25
M00298428,Sec24a/Sec24a,2009-11-11,RV,FC500,1.69E+05,1.65E+05,3635,2.21,26,456,0.28
M00293262,Sec24a/Sec24a,2009-11-11,RV,FC500,1.67E+05,1.63E+05,3562,2.18,31,352,0.22
M00300681,Sirt2/Sirt2,2009-11-11,RV,FC500,1.69E+05,1.61E+05,8338,5.19,54,371,0.23
M00301766,Sirt2/Sirt2,2009-11-11,RV,FC500,1.68E+05,1.60E+05,7595,4.74,38,383,0.24
M00301765,Sirt2/Sirt2,2009-11-11,RV,FC500,1.72E+05,1.65E+05,6178,3.75,23,425,0.26
M00300683,Sirt2/Sirt2,2009-11-11,RV,FC500,1.56E+05,1.50E+05,4946,3.29,62,389,0.26
M00302115,Uba2/+,2009-11-11,RV,FC500,1.71E+05,1.67E+05,3740,2.24,36,392,0.23
M00302114,Uba2/+,2009-11-11,RV,FC500,1.71E+05,1.67E+05,2824,1.69,33,394,0.23
M00302113,Uba2/+,2009-11-11,RV,FC500,1.73E+05,1.70E+05,2962,1.75,27,406,0.24
M00302112,Uba2/+,2009-11-11,RV,FC500,1.67E+05,1.63E+05,3392,2.08,32,397,0.24
M00288393,Abhd5/Abhd5,2009-11-13,RV,FC500,1.76E+05,1.73E+05,2427,1.4,9,365,0.21
M00288398,Abhd5/Abhd5,2009-11-13,RV,FC500,1.63E+05,1.61E+05,2588,1.61,13,302,0.19
M00288397,Abhd5/Abhd5,2009-11-13,RV,FC500,1.66E+05,1.62E+05,2645,1.63,14,393,0.24
M00288396,Abhd5/Abhd5,2009-11-13,RV,FC500,1.66E+05,1.63E+05,2904,1.78,26,412,0.25
M00288983,Atp2b2/+,2009-11-13,RV,FC500,1.60E+05,1.57E+05,3315,2.11,11,260,0.17
M00288980,Atp2b2/+,2009-11-13,RV,FC500,1.65E+05,1.60E+05,4442,2.77,6,280,0.17
M00288982,Atp2b2/+,2009-11-13,RV,FC500,1.58E+05,1.54E+05,3605,2.34,11,293,0.19
M00224603,Ccdc57/Ccdc57,2009-11-13,RV,FC500,1.55E+05,1.52E+05,2402,1.58,23,280,0.18
M00224602,Ccdc57/Ccdc57,2009-11-13,RV,FC500,1.66E+05,1.63E+05,3135,1.93,19,325,0.2
M00224598,Ccdc57/Ccdc57,2009-11-13,RV,FC500,1.59E+05,1.56E+05,2943,1.89,29,348,0.22
M00284400,Dctn5/+,2009-11-13,RV,FC500,1.44E+05,1.41E+05,2182,1.54,19,272,0.19
M00284395,Dctn5/+,2009-11-13,RV,FC500,1.54E+05,1.50E+05,3652,2.43,20,329,0.22
M00279151,Ddx27/+,2009-11-13,RV,FC500,1.60E+05,1.56E+05,3299,2.11,18,313,0.2
M00279152,Ddx27/+,2009-11-13,RV,FC500,1.50E+05,1.47E+05,2568,1.75,9,324,0.22
M00279150,Ddx27/+,2009-11-13,RV,FC500,1.54E+05,1.51E+05,2473,1.64,18,345,0.23
M00297773,Ifitm3/Ifitm3,2009-11-13,RV,FC500,1.62E+05,1.55E+05,7011,4.53,43,266,0.17
M00297774,Ifitm3/Ifitm3,2009-11-13,RV,FC500,1.70E+05,1.66E+05,3785,2.28,31,295,0.18
M00297775,Ifitm3/Ifitm3,2009-11-13,RV,FC500,1.56E+05,1.51E+05,4142,2.74,14,285,0.19
M00297776,Ifitm3/Ifitm3,2009-11-13,RV,FC500,1.67E+05,1.62E+05,4616,2.84,19,314,0.19
M00297777,Ifitm3/Ifitm3,2009-11-13,RV,FC500,1.76E+05,1.65E+05,10732,6.51,41,328,0.2
M00226186,Mis18bp1/+,2009-11-13,RV,FC500,1.57E+05,1.52E+05,4708,3.11,46,307,0.2
M00226188,Mis18bp1/+,2009-11-13,RV,FC500,1.52E+05,1.49E+05,2801,1.88,24,339,0.23
M00226189,Mis18bp1/+,2009-11-13,RV,FC500,1.59E+05,1.56E+05,2392,1.53,54,374,0.24
M00289135,Necab2/Necab2,2009-11-13,RV,FC500,1.66E+05,1.62E+05,3199,1.98,28,311,0.19
M00289136,Necab2/Necab2,2009-11-13,RV,FC500,1.79E+05,1.74E+05,4185,2.41,22,367,0.21
M00289134,Necab2/Necab2,2009-11-13,RV,FC500,1.77E+05,1.74E+05,2686,1.54,13,377,0.22
M00295209,Rpap2/+,2009-11-13,RV,FC500,1.62E+05,1.58E+05,3468,2.19,12,308,0.19
M00295208,Rpap2/+,2009-11-13,RV,FC500,1.67E+05,1.64E+05,2381,1.45,13,353,0.21
M00295207,Rpap2/+,2009-11-13,RV,FC500,1.75E+05,1.71E+05,3455,2.02,11,376,0.22
M00296845,Rpap2/+,2009-11-13,RV,FC500,1.63E+05,1.57E+05,5423,3.46,23,293,0.19
M00296842,Rpap2/+,2009-11-13,RV,FC500,1.60E+05,1.55E+05,4485,2.89,25,312,0.2
M00296844,Rpap2/+,2009-11-13,RV,FC500,1.58E+05,1.55E+05,2959,1.91,23,324,0.21
M00296846,Rpap2/+,2009-11-13,RV,FC500,1.65E+05,1.58E+05,5964,3.77,23,357,0.23
M00287170,Wdr3/+,2009-11-13,RV,FC500,1.37E+05,1.35E+05,2470,1.84,18,315,0.23
M00287182,Wdr3/+,2009-11-13,RV,FC500,1.62E+05,1.59E+05,2576,1.62,20,356,0.22
M00192924,+/+,2009-11-17,RV,FC500,1.49E+05,1.47E+05,1900,1.29,10,272,0.18
M00192922,+/+,2009-11-17,RV,FC500,1.54E+05,1.51E+05,2622,1.74,16,258,0.17
M00297780,+/+,2009-11-17,RV,FC500,1.69E+05,1.62E+05,6557,4.05,40,259,0.16
M00297781,+/+,2009-11-17,RV,FC500,1.69E+05,1.66E+05,3284,1.98,21,290,0.17
M00297782,+/+,2009-11-17,RV,FC500,1.65E+05,1.62E+05,2436,1.5,18,328,0.2
M00297783,+/+,2009-11-17,RV,FC500,1.70E+05,1.64E+05,5354,3.26,21,280,0.17
M00297784,+/+,2009-11-17,RV,FC500,1.69E+05,1.63E+05,5114,3.14,26,350,0.21
M00254090,+/+,2009-11-17,RV,FC500,1.61E+05,1.55E+05,5852,3.78,36,412,0.27
M00254637,+/+,2009-11-17,RV,FC500,1.56E+05,1.52E+05,2955,1.94,13,250,0.16
M00538104,+/+,2009-11-17,RV,FC500,1.81E+05,1.77E+05,3521,1.99,83,407,0.23
M00300671,Fam73b/Fam73b,2009-11-17,RV,FC500,1.66E+05,1.63E+05,2922,1.79,18,301,0.18
M00296737,Fam73b/Fam73b,2009-11-17,RV,FC500,1.70E+05,1.63E+05,7067,4.35,37,261,0.16
M00296736,Fam73b/Fam73b,2009-11-17,RV,FC500,1.65E+05,1.62E+05,2819,1.74,32,336,0.21
M00254092,Ifitm3/Ifitm3,2009-11-17,RV,FC500,1.41E+05,1.34E+05,6873,5.12,72,208,0.15
M00254093,Ifitm3/Ifitm3,2009-11-17,RV,FC500,1.48E+05,1.45E+05,2788,1.92,30,300,0.21
