Barcode,Genotype,Assay Date,Experimenter,Flow Cytometer,Total Events (RBC),NCE,RETs_CD71postive,Per_RETs,Mn-RET,Mn_NCE,Per_MN-NCE
M01785891,1700067K01Rik/+,2014-08-13,GB,FT1,1.90E+05,1.87E+05,2546,1.36,13,359,0.19
M01785893,1700067K01Rik/+,2014-08-13,GB,FT1,1.90E+05,1.87E+05,2770,1.48,23,375,0.2
M01785894,1700067K01Rik/+,2014-08-13,GB,FT1,1.79E+05,1.76E+05,2557,1.46,27,424,0.24
M01669286,Aldh3b1(b)/Aldh3b1(b),2014-08-13,GB,FT1,1.86E+05,1.83E+05,2300,1.26,31,404,0.22
M01669287,Aldh3b1(b)/Aldh3b1(b),2014-08-13,GB,FT1,1.73E+05,1.71E+05,1780,1.04,15,303,0.18
M01669289,Aldh3b1(b)/Aldh3b1(b),2014-08-13,GB,FT1,1.77E+05,1.75E+05,1536,0.88,11,351,0.2
M01671125,Ankrd6(b)/Ankrd6(b),2014-08-13,GB,FT1,1.68E+05,1.66E+05,2057,1.24,12,337,0.2
M01671127,Ankrd6(b)/Ankrd6(b),2014-08-13,GB,FT1,1.78E+05,1.76E+05,1942,1.11,12,326,0.19
M01671126,Ankrd6(b)/Ankrd6(b),2014-08-13,GB,FT1,1.68E+05,1.66E+05,1947,1.17,11,345,0.21
M01671128,Ankrd6(b)/Ankrd6(b),2014-08-13,GB,FT1,1.76E+05,1.74E+05,1584,0.91,8,415,0.24
M01706899,Armc7(b)/+,2014-08-13,GB,FT1,1.68E+05,1.65E+05,2145,1.3,49,353,0.21
M01706896,Armc7(b)/+,2014-08-13,GB,FT1,1.89E+05,1.86E+05,2638,1.42,14,344,0.18
M01706894,Armc7(b)/+,2014-08-13,GB,FT1,1.78E+05,1.75E+05,2675,1.53,33,332,0.19
M01787365,Ccdc18/Ccdc18,2014-08-13,GB,FT1,1.59E+05,1.55E+05,3646,2.35,43,392,0.25
M01669701,Col4a3bp/+,2014-08-13,GB,FT1,1.80E+05,1.78E+05,2420,1.36,15,397,0.22
M01669702,Col4a3bp/+,2014-08-13,GB,FT1,1.69E+05,1.66E+05,2628,1.58,24,384,0.23
M01695571,D630023F18Rik(b)/D630023F18Rik(b),2014-08-13,GB,FT1,1.86E+05,1.83E+05,2258,1.23,10,356,0.19
M01695572,D630023F18Rik(b)/D630023F18Rik(b),2014-08-13,GB,FT1,1.69E+05,1.67E+05,1959,1.18,11,389,0.23
M01695573,D630023F18Rik(b)/D630023F18Rik(b),2014-08-13,GB,FT1,1.59E+05,1.56E+05,2172,1.39,20,348,0.22
M01680001,Dennd1b/Dennd1b,2014-08-13,GB,FT1,1.70E+05,1.67E+05,2357,1.41,16,411,0.25
M01680003,Dennd1b/Dennd1b,2014-08-13,GB,FT1,1.69E+05,1.67E+05,2520,1.51,17,381,0.23
M01702496,Dennd1b/Dennd1b,2014-08-13,GB,FT1,1.73E+05,1.70E+05,2772,1.63,44,505,0.3
M01702494,Dennd1b/Dennd1b,2014-08-13,GB,FT1,1.83E+05,1.80E+05,2240,1.24,17,463,0.26
M01680004,Dennd1b/Dennd1b,2014-08-13,GB,FT1,1.74E+05,1.70E+05,2729,1.6,36,497,0.29
M01792852,Dlg3/Y,2014-08-13,GB,FT1,1.79E+05,1.73E+05,5189,3,22,348,0.2
M01792854,Dlg3/Y,2014-08-13,GB,FT1,1.85E+05,1.76E+05,8071,4.58,19,429,0.24
M01670317,Ell2/Ell2,2014-08-13,GB,FT1,1.90E+05,1.88E+05,1400,0.74,12,456,0.24
M01670318,Ell2/Ell2,2014-08-13,GB,FT1,1.77E+05,1.74E+05,2104,1.21,27,421,0.24
M01670316,Ell2/Ell2,2014-08-13,GB,FT1,1.73E+05,1.71E+05,2051,1.2,47,435,0.25
M01788075,Fbxo33(b)/Fbxo33(b),2014-08-13,GB,FT1,1.80E+05,1.77E+05,2178,1.23,33,432,0.24
M01788072,Fbxo33(b)/Fbxo33(b),2014-08-13,GB,FT1,1.81E+05,1.78E+05,2962,1.67,48,524,0.29
M01788074,Fbxo33(b)/Fbxo33(b),2014-08-13,GB,FT1,1.67E+05,1.64E+05,2519,1.53,39,396,0.24
M01714723,Gpr152(b)/Gpr152(b),2014-08-13,GB,FT1,1.89E+05,1.86E+05,2445,1.32,26,408,0.22
M01714725,Gpr152(b)/Gpr152(b),2014-08-13,GB,FT1,1.84E+05,1.81E+05,2695,1.49,67,394,0.22
M01667444,Gsto2/Gsto2,2014-08-13,GB,FT1,1.64E+05,1.61E+05,2547,1.58,48,402,0.25
M01667443,Gsto2/Gsto2,2014-08-13,GB,FT1,1.88E+05,1.85E+05,2395,1.29,28,473,0.25
M01667442,Gsto2/Gsto2,2014-08-13,GB,FT1,1.83E+05,1.79E+05,3149,1.76,87,449,0.25
M01667445,Gsto2/Gsto2,2014-08-13,GB,FT1,1.76E+05,1.73E+05,2271,1.31,62,402,0.23
M01786371,Hbs1l/Hbs1l,2014-08-13,GB,FT1,1.85E+05,1.83E+05,1836,1,14,414,0.23
M01786372,Hbs1l/Hbs1l,2014-08-13,GB,FT1,1.66E+05,1.64E+05,1766,1.08,18,333,0.2
M01786437,Hbs1l/Hbs1l,2014-08-13,GB,FT1,1.80E+05,1.77E+05,1866,1.05,135,558,0.31
M01688224,Mast2/Mast2,2014-08-13,GB,FT1,1.60E+05,1.58E+05,1936,1.23,30,348,0.22
M01688220,Mast2/Mast2,2014-08-13,GB,FT1,1.75E+05,1.72E+05,1924,1.12,27,386,0.22
M01665431,Metrnl(b)/Metrnl(b),2014-08-13,GB,FT1,1.65E+05,1.62E+05,2381,1.47,21,325,0.2
M01665432,Metrnl(b)/Metrnl(b),2014-08-13,GB,FT1,1.77E+05,1.75E+05,2312,1.32,18,354,0.2
M01663694,Mettl24/Mettl24,2014-08-13,GB,FT1,1.85E+05,1.82E+05,2570,1.41,21,404,0.22
M01663708,Mettl24/Mettl24,2014-08-13,GB,FT1,1.66E+05,1.63E+05,2923,1.8,9,424,0.26
M01707285,Mrps5(b)/+,2014-08-13,GB,FT1,1.74E+05,1.72E+05,2078,1.21,16,369,0.21
M01707288,Mrps5(b)/+,2014-08-13,GB,FT1,1.82E+05,1.80E+05,2084,1.16,11,408,0.23
M01707287,Mrps5(b)/+,2014-08-13,GB,FT1,1.82E+05,1.79E+05,2420,1.35,29,525,0.29
M01707284,Mrps5(b)/+,2014-08-13,GB,FT1,1.50E+05,1.49E+05,1443,0.97,15,360,0.24
M01789123,Nubpl(b)/+,2014-08-13,GB,FT1,1.73E+05,1.71E+05,2112,1.24,15,379,0.22
M01785073,Nubpl(b)/+,2014-08-13,GB,FT1,1.70E+05,1.68E+05,1855,1.1,17,353,0.21
M01785074,Nubpl(b)/+,2014-08-13,GB,FT1,1.76E+05,1.74E+05,1812,1.04,13,418,0.24
M01790479,Oog2/Oog2,2014-08-13,GB,FT1,1.76E+05,1.74E+05,2192,1.26,26,322,0.19
M01790476,Oog2/Oog2,2014-08-13,GB,FT1,1.73E+05,1.70E+05,2085,1.23,27,362,0.21
M01790480,Oog2/Oog2,2014-08-13,GB,FT1,1.77E+05,1.75E+05,1760,1.01,6,389,0.22
M01790481,Oog2/Oog2,2014-08-13,GB,FT1,1.67E+05,1.64E+05,2884,1.76,51,398,0.24
M01788188,Pced1a(b)/Pced1a(b),2014-08-13,GB,FT1,1.75E+05,1.72E+05,3015,1.75,23,495,0.29
M01792395,Sap130/+,2014-08-13,GB,FT1,1.81E+05,1.78E+05,2400,1.35,61,343,0.19
M01792396,Sap130/+,2014-08-13,GB,FT1,1.74E+05,1.71E+05,2368,1.38,32,450,0.26
M01792394,Sap130/+,2014-08-13,GB,FT1,1.75E+05,1.72E+05,2345,1.36,15,398,0.23
M01706599,Setd5/+,2014-08-13,GB,FT1,1.89E+05,1.86E+05,2168,1.16,27,325,0.17
M01790445,Snx31/Snx31,2014-08-13,GB,FT1,1.87E+05,1.83E+05,2759,1.5,18,394,0.21
M01790449,Snx31/Snx31,2014-08-13,GB,FT1,1.79E+05,1.77E+05,2206,1.25,14,349,0.2
M01786724,Tchp/Tchp,2014-08-13,GB,FT1,1.80E+05,1.77E+05,2617,1.48,34,401,0.23
M01712533,Traf2/+,2014-08-13,GB,FT1,1.62E+05,1.59E+05,2735,1.72,25,324,0.2
M01712531,Traf2/+,2014-08-13,GB,FT1,1.77E+05,1.72E+05,3680,2.14,51,418,0.24
M01669599,Wnt16(b)/+,2014-08-13,GB,FT1,1.81E+05,1.78E+05,2441,1.37,34,406,0.23
M01669601,Wnt16(b)/+,2014-08-13,GB,FT1,1.71E+05,1.68E+05,2183,1.3,21,395,0.23
M01706186,Zfp182/Y,2014-08-13,GB,FT1,1.85E+05,1.82E+05,2575,1.42,24,354,0.19
M01706185,Zfp182/Y,2014-08-13,GB,FT1,1.85E+05,1.83E+05,2371,1.3,12,307,0.17
M01706183,Zfp182/Y,2014-08-13,GB,FT1,1.83E+05,1.80E+05,2534,1.41,22,317,0.18
M01706184,Zfp182/Y,2014-08-13,GB,FT1,1.69E+05,1.66E+05,2442,1.47,31,336,0.2
M01703361,Zfp616(b)/Zfp616(b),2014-08-13,GB,FT1,1.80E+05,1.77E+05,2559,1.44,12,375,0.21
M01703363,Zfp616(b)/Zfp616(b),2014-08-13,GB,FT1,1.82E+05,1.79E+05,2460,1.38,12,408,0.23
M01703364,Zfp616(b)/Zfp616(b),2014-08-13,GB,FT1,1.80E+05,1.77E+05,2463,1.39,25,363,0.2
M01928304,+/+,2015-01-12,NG,FT1,1.88E+05,1.85E+05,2284,1.23,19,365,0.2
M01866233,+/+,2015-01-12,NG,FT1,1.75E+05,1.72E+05,2318,1.35,12,403,0.23
M01904394,+/+,2015-01-12,NG,FT1,1.79E+05,1.76E+05,2539,1.44,32,425,0.24
M01910604,+/+,2015-01-12,NG,FT1,1.55E+05,1.51E+05,3246,2.15,65,427,0.28
M01907145,1700001C02Rik/1700001C02Rik,2015-01-12,NG,FT1,1.68E+05,1.66E+05,1797,1.08,3,369,0.22
M01870526,2010300C02Rik(b)/2010300C02Rik(b),2015-01-12,NG,FT1,1.62E+05,1.59E+05,2272,1.43,9,327,0.2
M01897532,4931429L15Rik/4931429L15Rik,2015-01-12,NG,FT1,1.67E+05,1.65E+05,1841,1.11,16,371,0.22
M01897530,4931429L15Rik/4931429L15Rik,2015-01-12,NG,FT1,1.51E+05,1.49E+05,1988,1.34,9,346,0.23
M01901223,5730559C18Rik/5730559C18Rik,2015-01-12,NG,FT1,1.54E+05,1.52E+05,2149,1.41,16,370,0.24
M01926890,Apip(b)/Apip(b),2015-01-12,NG,FT1,1.76E+05,1.72E+05,3251,1.89,22,418,0.24
M01926901,Apip(b)/Apip(b),2015-01-12,NG,FT1,1.75E+05,1.71E+05,3161,1.84,53,564,0.33
M01865283,Cir1/+,2015-01-12,NG,FT1,1.71E+05,1.69E+05,1867,1.11,14,323,0.19
M01865282,Cir1/+,2015-01-12,NG,FT1,1.70E+05,1.68E+05,1745,1.04,13,325,0.19
M01929484,Col24a1(b)/Col24a1(b),2015-01-12,NG,FT1,1.80E+05,1.77E+05,2577,1.46,18,425,0.24
M01851929,Coro6/Coro6,2015-01-12,NG,FT1,1.81E+05,1.79E+05,2131,1.19,23,414,0.23
M01868146,Coro6/Coro6,2015-01-12,NG,FT1,1.68E+05,1.66E+05,1663,1,12,390,0.23
M01920864,Dbn1/Dbn1,2015-01-12,NG,FT1,1.77E+05,1.74E+05,2463,1.41,31,383,0.22
M01914461,Dbn1/Dbn1,2015-01-12,NG,FT1,1.70E+05,1.67E+05,2666,1.6,21,423,0.25
M01910080,Dclk1/Dclk1,2015-01-12,NG,FT1,1.77E+05,1.74E+05,2686,1.54,28,485,0.28
M01921932,Ddah1/Ddah1,2015-01-12,NG,FT1,1.78E+05,1.75E+05,2268,1.3,10,450,0.26
M01921934,Ddah1/Ddah1,2015-01-12,NG,FT1,1.78E+05,1.75E+05,2348,1.34,42,594,0.34
M01928191,Ddx42(b)/+,2015-01-12,NG,FT1,1.84E+05,1.82E+05,2110,1.16,11,458,0.25
M01908663,Ddx51/+,2015-01-12,NG,FT1,1.50E+05,1.47E+05,2262,1.54,12,411,0.28
M01908664,Ddx51/+,2015-01-12,NG,FT1,1.69E+05,1.66E+05,2442,1.47,15,469,0.28
M01908339,Dhodh(b)/+,2015-01-12,NG,FT1,1.83E+05,1.80E+05,2176,1.21,14,451,0.25
M01908340,Dhodh(b)/+,2015-01-12,NG,FT1,1.73E+05,1.70E+05,2488,1.47,40,432,0.25
M01897526,Dmgdh/Dmgdh,2015-01-12,NG,FT1,1.61E+05,1.59E+05,1605,1.01,4,419,0.26
M01909604,Dpm1(b)/+,2015-01-12,NG,FT1,1.65E+05,1.62E+05,2061,1.27,5,303,0.19
M01904057,Dpm1(b)/+,2015-01-12,NG,FT1,1.61E+05,1.59E+05,1979,1.24,5,310,0.19
M01909605,Dpm1(b)/+,2015-01-12,NG,FT1,1.68E+05,1.66E+05,1699,1.02,11,350,0.21
M01868363,Dpm1(b)/+,2015-01-12,NG,FT1,1.64E+05,1.61E+05,2897,1.8,13,342,0.21
M01905029,Ell2/Ell2,2015-01-12,NG,FT1,1.80E+05,1.77E+05,2270,1.28,11,515,0.29
M01865346,Evi5/Evi5,2015-01-12,NG,FT1,1.69E+05,1.66E+05,2413,1.45,29,442,0.27
M01865348,Evi5/Evi5,2015-01-12,NG,FT1,1.73E+05,1.71E+05,2131,1.25,31,462,0.27
M01865332,Gmds/Gmds,2015-01-12,NG,FT1,1.60E+05,1.58E+05,1608,1.02,22,302,0.19
M01865333,Gmds/Gmds,2015-01-12,NG,FT1,1.71E+05,1.70E+05,1578,0.93,29,353,0.21
M01850602,Il1r2/Il1r2,2015-01-12,NG,FT1,1.62E+05,1.59E+05,2909,1.83,36,392,0.25
M01854863,Il1r2/Il1r2,2015-01-12,NG,FT1,1.69E+05,1.66E+05,2275,1.37,41,417,0.25
M01924007,Irf5/Irf5,2015-01-12,NG,FT1,1.73E+05,1.70E+05,2624,1.54,28,439,0.26
M01924006,Irf5/Irf5,2015-01-12,NG,FT1,1.76E+05,1.73E+05,2741,1.59,17,530,0.31
M01910339,Kif3b(b)/+,2015-01-12,NG,FT1,1.57E+05,1.54E+05,2269,1.48,17,432,0.28
M01904982,Lce1m(b)/Lce1m(b),2015-01-12,NG,FT1,1.57E+05,1.55E+05,1752,1.13,20,406,0.26
M01862753,Mamstr(b)/Mamstr(b),2015-01-12,NG,FT1,1.76E+05,1.73E+05,2161,1.25,34,496,0.29
M01857921,Mpg/Mpg,2015-01-12,NG,FT1,1.76E+05,1.73E+05,2566,1.48,15,432,0.25
M01857919,Mpg/Mpg,2015-01-12,NG,FT1,1.74E+05,1.71E+05,2655,1.56,29,457,0.27
M01908303,Nrde2/+,2015-01-12,NG,FT1,1.70E+05,1.68E+05,2186,1.3,74,380,0.23
M01908302,Nrde2/+,2015-01-12,NG,FT1,1.51E+05,1.48E+05,2159,1.45,9,387,0.26
M01898702,Oaf/Oaf,2015-01-12,NG,FT1,1.73E+05,1.69E+05,2883,1.7,66,446,0.26
M01901786,Orc1/+,2015-01-12,NG,FT1,1.74E+05,1.72E+05,2202,1.28,16,414,0.24
M01908781,Pla2g6/Pla2g6,2015-01-12,NG,FT1,1.71E+05,1.68E+05,2349,1.4,12,578,0.34
M01906618,Polr3g/+,2015-01-12,NG,FT1,1.63E+05,1.60E+05,2826,1.77,16,303,0.19
M01906620,Polr3g/+,2015-01-12,NG,FT1,1.28E+05,1.26E+05,1276,1.01,21,266,0.21
M01912605,Polr3g/+,2015-01-12,NG,FT1,1.62E+05,1.59E+05,2152,1.35,12,416,0.26
M01906619,Polr3g/+,2015-01-12,NG,FT1,1.73E+05,1.70E+05,2600,1.53,14,463,0.27
M01910989,Prrc2b/+,2015-01-12,NG,FT1,1.54E+05,1.51E+05,2211,1.46,15,352,0.23
M01910988,Prrc2b/+,2015-01-12,NG,FT1,1.80E+05,1.77E+05,2718,1.54,25,480,0.27
M01911000,Prrc2b/+,2015-01-12,NG,FT1,1.73E+05,1.70E+05,2716,1.6,28,586,0.34
M01903736,Psph/+,2015-01-12,NG,FT1,1.64E+05,1.62E+05,2181,1.35,5,369,0.23
M01869658,Rnf10/Rnf10,2015-01-12,NG,FT1,1.63E+05,1.61E+05,1854,1.15,13,613,0.38
M01899835,Rpia/+,2015-01-12,NG,FT1,1.71E+05,1.69E+05,1703,1.01,9,419,0.25
M01899855,Rpia/+,2015-01-12,NG,FT1,1.73E+05,1.70E+05,2156,1.27,44,457,0.27
M01921993,Rpia/+,2015-01-12,NG,FT1,1.73E+05,1.71E+05,2079,1.22,22,469,0.27
M01899854,Rpia/+,2015-01-12,NG,FT1,1.69E+05,1.66E+05,2519,1.52,44,523,0.31
M01921994,Rpia/+,2015-01-12,NG,FT1,1.64E+05,1.61E+05,2027,1.26,54,558,0.35
M01899035,Supt3/+,2015-01-12,NG,FT1,1.61E+05,1.58E+05,2820,1.78,9,350,0.22
M01859322,Supt5/+,2015-01-12,NG,FT1,1.76E+05,1.73E+05,1898,1.09,34,346,0.2
M01901753,Tchp/Tchp,2015-01-12,NG,FT1,1.53E+05,1.51E+05,2033,1.35,28,434,0.29
M01930229,Tomm20l/Tomm20l,2015-01-12,NG,FT1,1.68E+05,1.65E+05,3274,1.99,73,429,0.26
M01930385,Tomm20l/Tomm20l,2015-01-12,NG,FT1,1.75E+05,1.72E+05,2552,1.48,29,489,0.28
M01867816,Usp20/Usp20,2015-01-12,NG,FT1,1.66E+05,1.64E+05,1804,1.1,22,399,0.24
M01906636,Usp5/+,2015-01-12,NG,FT1,1.62E+05,1.60E+05,2095,1.31,20,418,0.26
M01901151,Vps13a(b)/Vps13a(b),2015-01-12,NG,FT1,1.80E+05,1.77E+05,1888,1.06,13,404,0.23
M01901268,Vps13a(b)/Vps13a(b),2015-01-12,NG,FT1,1.74E+05,1.72E+05,1707,0.99,14,399,0.23
M01862779,Zfp287(b)/Zfp287(b),2015-01-12,NG,FT1,1.68E+05,1.66E+05,1750,1.05,13,326,0.2
M01917584,Zfp84(b)/Zfp84(b),2015-01-12,NG,FT1,1.65E+05,1.62E+05,2570,1.59,22,369,0.23
M01929770,+/+,2015-01-20,NG,FT1,1.50E+05,1.48E+05,1845,1.25,5,286,0.19
M01929771,+/+,2015-01-20,NG,FT1,1.31E+05,1.29E+05,1492,1.16,4,258,0.2
M01929345,+/+,2015-01-20,NG,FT1,1.43E+05,1.40E+05,2526,1.8,5,288,0.21
M01910601,+/+,2015-01-20,NG,FT1,1.64E+05,1.61E+05,2223,1.38,11,335,0.21
M01887537,+/+,2015-01-20,NG,FT1,1.55E+05,1.51E+05,3860,2.56,15,381,0.25
M01883171,+/+,2015-01-20,NG,FT1,1.58E+05,1.55E+05,2510,1.61,23,407,0.26
M01924629,+/+,2015-01-20,NG,FT1,1.72E+05,1.69E+05,2780,1.65,15,445,0.26
M01883170,+/+,2015-01-20,NG,FT1,1.57E+05,1.54E+05,2387,1.55,27,428,0.28
M01919673,+/+,2015-01-20,NG,FT1,1.58E+05,1.55E+05,2031,1.31,24,444,0.28
M01924618,+/+,2015-01-20,NG,FT1,1.64E+05,1.61E+05,2787,1.74,24,525,0.33
M01919672,+/+,2015-01-20,NG,FT1,1.54E+05,1.51E+05,2453,1.63,19,497,0.33
M01916949,1700007K13Rik(b)/1700007K13Rik(b),2015-01-20,NG,FT1,1.68E+05,1.64E+05,3371,2.06,17,353,0.21
M01916953,1700007K13Rik(b)/1700007K13Rik(b),2015-01-20,NG,FT1,1.49E+05,1.46E+05,2785,1.91,17,411,0.28
M01886256,1700007K13Rik(b)/1700007K13Rik(b),2015-01-20,NG,FT1,1.63E+05,1.59E+05,2639,1.66,14,472,0.3
M01916942,1700007K13Rik(b)/1700007K13Rik(b),2015-01-20,NG,FT1,1.63E+05,1.60E+05,3207,2.01,26,550,0.34
M01885785,1700034J05Rik/1700034J05Rik,2015-01-20,NG,FT1,1.54E+05,1.50E+05,3254,2.17,19,420,0.28
M01886838,1700112E06Rik/1700112E06Rik,2015-01-20,NG,FT1,1.56E+05,1.53E+05,2425,1.58,10,412,0.27
M01886835,1700112E06Rik/1700112E06Rik,2015-01-20,NG,FT1,1.61E+05,1.58E+05,3052,1.94,39,542,0.34
M01890097,5730559C18Rik/5730559C18Rik,2015-01-20,NG,FT1,1.52E+05,1.50E+05,1828,1.22,18,408,0.27
M01891741,Abhd17a/Abhd17a,2015-01-20,NG,FT1,1.50E+05,1.48E+05,2427,1.65,25,426,0.29
M01881129,Adamts19/Adamts19,2015-01-20,NG,FT1,1.50E+05,1.47E+05,2242,1.52,18,404,0.27
M01884045,Ankrd13/Ankrd13,2015-01-20,NG,FT1,1.68E+05,1.64E+05,3491,2.13,22,469,0.29
M01885723,Ankrd13/Ankrd13,2015-01-20,NG,FT1,1.44E+05,1.41E+05,2614,1.86,27,435,0.31
M01896336,Apoo(b)/Y,2015-01-20,NG,FT1,1.65E+05,1.63E+05,2164,1.33,7,304,0.19
M01896337,Apoo(b)/Y,2015-01-20,NG,FT1,1.48E+05,1.45E+05,2530,1.75,16,278,0.19
M01896335,Apoo(b)/Y,2015-01-20,NG,FT1,1.46E+05,1.43E+05,2465,1.72,11,300,0.21
M01931433,Catip(b)/Catip(b),2015-01-20,NG,FT1,1.46E+05,1.44E+05,2018,1.4,13,298,0.21
M01931431,Catip(b)/Catip(b),2015-01-20,NG,FT1,1.48E+05,1.45E+05,2305,1.59,8,349,0.24
M01909073,Catip(b)/Catip(b),2015-01-20,NG,FT1,1.52E+05,1.50E+05,2197,1.47,9,383,0.25
M01909066,Catip(b)/Catip(b),2015-01-20,NG,FT1,1.63E+05,1.60E+05,2386,1.49,12,469,0.29
M01909062,Catip(b)/Catip(b),2015-01-20,NG,FT1,1.61E+05,1.57E+05,3845,2.45,27,476,0.3
M01884138,Col24a1(b)/Col24a1(b),2015-01-20,NG,FT1,1.59E+05,1.57E+05,1959,1.25,9,365,0.23
M01916928,Dcaf11/Dcaf11,2015-01-20,NG,FT1,1.67E+05,1.65E+05,2275,1.38,22,489,0.3
M01916926,Dcaf11/Dcaf11,2015-01-20,NG,FT1,1.56E+05,1.53E+05,2182,1.43,17,532,0.35
M01916927,Dcaf11/Dcaf11,2015-01-20,NG,FT1,1.63E+05,1.60E+05,2082,1.3,21,569,0.35
M01934616,Dcdc2b(b)/Dcdc2b(b),2015-01-20,NG,FT1,1.64E+05,1.61E+05,2566,1.59,12,277,0.17
M01934617,Dcdc2b(b)/Dcdc2b(b),2015-01-20,NG,FT1,1.43E+05,1.41E+05,2425,1.72,9,299,0.21
M01910081,Dclk1/Dclk1,2015-01-20,NG,FT1,1.28E+05,1.26E+05,1971,1.57,14,364,0.29
M01921933,Ddah1/Ddah1,2015-01-20,NG,FT1,1.56E+05,1.53E+05,2729,1.78,35,599,0.39
M01932369,Ddx42(b)/+,2015-01-20,NG,FT1,1.56E+05,1.53E+05,2036,1.33,17,412,0.27
M01878908,Ddx51/+,2015-01-20,NG,FT1,1.48E+05,1.45E+05,2978,2.06,22,423,0.29
M01894904,Defb14(b)/Defb14(b),2015-01-20,NG,FT1,1.57E+05,1.54E+05,2642,1.72,28,505,0.33
M01894903,Defb14(b)/Defb14(b),2015-01-20,NG,FT1,1.52E+05,1.49E+05,1828,1.22,14,528,0.35
M01894902,Defb14(b)/Defb14(b),2015-01-20,NG,FT1,1.57E+05,1.54E+05,2958,1.92,21,554,0.36
M01916964,Dhodh(b)/+,2015-01-20,NG,FT1,1.66E+05,1.63E+05,2318,1.42,15,486,0.3
M01916963,Dhodh(b)/+,2015-01-20,NG,FT1,1.67E+05,1.64E+05,2462,1.5,18,607,0.37
M01913686,Dnpep/Dnpep,2015-01-20,NG,FT1,1.62E+05,1.59E+05,2486,1.56,14,511,0.32
M01913684,Dnpep/Dnpep,2015-01-20,NG,FT1,1.61E+05,1.57E+05,3463,2.2,22,514,0.33
M01894513,Fdft1/+,2015-01-20,NG,FT1,1.64E+05,1.61E+05,2577,1.6,21,415,0.26
M01894516,Fdft1/+,2015-01-20,NG,FT1,1.73E+05,1.71E+05,1847,1.08,11,481,0.28
M01926765,Fxyd3/Fxyd3,2015-01-20,NG,FT1,1.45E+05,1.43E+05,2720,1.91,4,260,0.18
M01926764,Fxyd3/Fxyd3,2015-01-20,NG,FT1,1.51E+05,1.48E+05,2187,1.48,13,333,0.22
M01926590,Fxyd3/Fxyd3,2015-01-20,NG,FT1,1.58E+05,1.55E+05,2383,1.54,14,352,0.23
M01883365,Fxyd3/Fxyd3,2015-01-20,NG,FT1,1.35E+05,1.32E+05,2609,1.98,10,388,0.29
M01886091,Irf5/Irf5,2015-01-20,NG,FT1,1.72E+05,1.69E+05,2337,1.38,18,549,0.32
M01924011,Irf5/Irf5,2015-01-20,NG,FT1,1.59E+05,1.56E+05,2451,1.57,17,553,0.35
M01910354,Kif3b(b)/+,2015-01-20,NG,FT1,1.56E+05,1.53E+05,2950,1.93,14,414,0.27
M01883708,Lyrm9/Lyrm9,2015-01-20,NG,FT1,1.55E+05,1.52E+05,2317,1.52,11,404,0.26
M01888861,Lyrm9/Lyrm9,2015-01-20,NG,FT1,1.52E+05,1.49E+05,2100,1.41,31,467,0.31
M01934906,Orc1/+,2015-01-20,NG,FT1,1.51E+05,1.47E+05,3191,2.17,18,384,0.26
M01934903,Orc1/+,2015-01-20,NG,FT1,1.36E+05,1.33E+05,2265,1.7,14,349,0.26
M01934907,Orc1/+,2015-01-20,NG,FT1,1.63E+05,1.60E+05,2444,1.52,13,420,0.26
M01886076,Pigf/+,2015-01-20,NG,FT1,1.68E+05,1.65E+05,2717,1.65,11,337,0.2
M01890655,Pigf/+,2015-01-20,NG,FT1,1.66E+05,1.62E+05,3078,1.9,16,357,0.22
M01890654,Pigf/+,2015-01-20,NG,FT1,1.53E+05,1.49E+05,2850,1.91,15,345,0.23
M01894148,Polr3g/+,2015-01-20,NG,FT1,1.38E+05,1.35E+05,3002,2.22,19,386,0.29
M01894141,Polr3g/+,2015-01-20,NG,FT1,1.33E+05,1.30E+05,2708,2.08,31,438,0.34
M01920110,Prrt2/Prrt2,2015-01-20,NG,FT1,1.57E+05,1.54E+05,2434,1.58,5,400,0.26
M01933613,Rbmx/Y,2015-01-20,NG,FT1,1.39E+05,1.36E+05,2954,2.17,9,303,0.22
M01900304,Rbmx/Y,2015-01-20,NG,FT1,1.51E+05,1.47E+05,3272,2.22,16,372,0.25
M01873606,Repin1/Repin1,2015-01-20,NG,FT1,1.59E+05,1.54E+05,4130,2.68,70,474,0.31
M01873608,Repin1/Repin1,2015-01-20,NG,FT1,1.50E+05,1.46E+05,3238,2.22,23,455,0.31
M01892781,Rnf10/Rnf10,2015-01-20,NG,FT1,1.58E+05,1.55E+05,2354,1.52,13,444,0.29
M01892779,Rnf10/Rnf10,2015-01-20,NG,FT1,1.63E+05,1.60E+05,2884,1.8,22,484,0.3
M01892782,Rnf10/Rnf10,2015-01-20,NG,FT1,1.60E+05,1.56E+05,3413,2.19,27,545,0.35
M01935255,Slc25a20/+,2015-01-20,NG,FT1,1.55E+05,1.53E+05,1927,1.26,6,301,0.2
M01935252,Slc25a20/+,2015-01-20,NG,FT1,1.39E+05,1.37E+05,1937,1.41,2,277,0.2
M01935254,Slc25a20/+,2015-01-20,NG,FT1,1.54E+05,1.50E+05,2724,1.81,18,346,0.23
M01886596,Slc25a20/+,2015-01-20,NG,FT1,2.26E+04,2.20E+04,545,2.48,16,53,0.24
M01886595,Slc25a20/+,2015-01-20,NG,FT1,1.61E+05,1.57E+05,4296,2.74,32,461,0.29
M01885777,Spink14/Spink14,2015-01-20,NG,FT1,1.51E+05,1.48E+05,2597,1.76,27,498,0.34
